filename,width_pixels,height_pixels,total_pixels,crack_pixels,contact_pixels,interconnect_pixels,corrosion_pixels
20170505_032228_SHELL_M55_6330431490_before_s_A_V_cell0.png,196,199,39004,0,349,0,0
20170505_032228_SHELL_M55_6330431490_before_s_A_V_cell1.png,196,199,39004,0,39,28,0
20170505_032228_SHELL_M55_6330431490_before_s_A_V_cell10.png,196,199,39004,0,0,0,0
20170505_032228_SHELL_M55_6330431490_before_s_A_V_cell11.png,196,199,39004,0,61,0,0
20170505_032228_SHELL_M55_6330431490_before_s_A_V_cell12.png,196,199,39004,0,0,0,0
20170505_032228_SHELL_M55_6330431490_before_s_A_V_cell13.png,196,199,39004,0,0,0,0
20170505_032228_SHELL_M55_6330431490_before_s_A_V_cell14.png,196,199,39004,0,0,13,0
20170505_032228_SHELL_M55_6330431490_before_s_A_V_cell15.png,196,199,39004,0,0,0,0
20170505_032228_SHELL_M55_6330431490_before_s_A_V_cell16.png,196,199,39004,0,0,0,0
20170505_032228_SHELL_M55_6330431490_before_s_A_V_cell17.png,196,199,39004,0,0,0,0
20170505_032228_SHELL_M55_6330431490_before_s_A_V_cell18.png,196,199,39004,0,13,30,0
20170505_032228_SHELL_M55_6330431490_before_s_A_V_cell19.png,196,199,39004,0,0,0,0
20170505_032228_SHELL_M55_6330431490_before_s_A_V_cell2.png,196,199,39004,0,0,0,0
20170505_032228_SHELL_M55_6330431490_before_s_A_V_cell20.png,196,199,39004,0,0,0,0
20170505_032228_SHELL_M55_6330431490_before_s_A_V_cell21.png,196,199,39004,0,0,0,0
20170505_032228_SHELL_M55_6330431490_before_s_A_V_cell22.png,196,199,39004,0,0,0,147
20170505_032228_SHELL_M55_6330431490_before_s_A_V_cell23.png,196,199,39004,0,0,0,0
20170505_032228_SHELL_M55_6330431490_before_s_A_V_cell24.png,196,199,39004,0,82,21,0
20170505_032228_SHELL_M55_6330431490_before_s_A_V_cell25.png,196,199,39004,0,0,1,0
20170505_032228_SHELL_M55_6330431490_before_s_A_V_cell26.png,196,199,39004,0,0,6,0
20170505_032228_SHELL_M55_6330431490_before_s_A_V_cell27.png,196,199,39004,0,38,98,0
20170505_032228_SHELL_M55_6330431490_before_s_A_V_cell28.png,196,199,39004,0,215,62,0
20170505_032228_SHELL_M55_6330431490_before_s_A_V_cell29.png,196,199,39004,0,0,0,0
20170505_032228_SHELL_M55_6330431490_before_s_A_V_cell3.png,196,199,39004,0,193,0,0
20170505_032228_SHELL_M55_6330431490_before_s_A_V_cell30.png,196,199,39004,0,0,0,0
20170505_032228_SHELL_M55_6330431490_before_s_A_V_cell31.png,196,199,39004,0,0,0,0
20170505_032228_SHELL_M55_6330431490_before_s_A_V_cell32.png,196,199,39004,0,0,0,0
20170505_032228_SHELL_M55_6330431490_before_s_A_V_cell33.png,196,199,39004,0,0,0,0
20170505_032228_SHELL_M55_6330431490_before_s_A_V_cell34.png,196,199,39004,0,0,0,0
20170505_032228_SHELL_M55_6330431490_before_s_A_V_cell35.png,196,199,39004,0,0,0,0
20170505_032228_SHELL_M55_6330431490_before_s_A_V_cell4.png,196,199,39004,0,195,0,0
20170505_032228_SHELL_M55_6330431490_before_s_A_V_cell5.png,196,199,39004,0,44,0,0
20170505_032228_SHELL_M55_6330431490_before_s_A_V_cell6.png,196,199,39004,0,0,0,0
20170505_032228_SHELL_M55_6330431490_before_s_A_V_cell7.png,196,199,39004,0,474,0,0
20170505_032228_SHELL_M55_6330431490_before_s_A_V_cell8.png,196,199,39004,0,0,0,0
20170505_032228_SHELL_M55_6330431490_before_s_A_V_cell9.png,196,199,39004,0,0,0,0
20170505_032848_SHELL_M55_6320427401_before_s_A_V_cell0.png,196,199,39004,0,0,0,0
20170505_032848_SHELL_M55_6320427401_before_s_A_V_cell1.png,196,199,39004,0,132,0,0
20170505_032848_SHELL_M55_6320427401_before_s_A_V_cell10.png,196,199,39004,0,0,0,0
20170505_032848_SHELL_M55_6320427401_before_s_A_V_cell11.png,196,199,39004,0,0,240,0
20170505_032848_SHELL_M55_6320427401_before_s_A_V_cell12.png,196,199,39004,0,65,0,0
20170505_032848_SHELL_M55_6320427401_before_s_A_V_cell13.png,196,199,39004,0,0,0,0
20170505_032848_SHELL_M55_6320427401_before_s_A_V_cell14.png,196,199,39004,0,0,26,13
20170505_032848_SHELL_M55_6320427401_before_s_A_V_cell15.png,196,199,39004,0,65,13,0
20170505_032848_SHELL_M55_6320427401_before_s_A_V_cell16.png,196,199,39004,0,270,0,0
20170505_032848_SHELL_M55_6320427401_before_s_A_V_cell17.png,196,199,39004,0,0,0,0
20170505_032848_SHELL_M55_6320427401_before_s_A_V_cell18.png,196,199,39004,0,0,23,0
20170505_032848_SHELL_M55_6320427401_before_s_A_V_cell19.png,196,199,39004,0,0,42,0
20170505_032848_SHELL_M55_6320427401_before_s_A_V_cell2.png,196,199,39004,0,9,0,0
20170505_032848_SHELL_M55_6320427401_before_s_A_V_cell20.png,196,199,39004,0,0,0,0
20170505_032848_SHELL_M55_6320427401_before_s_A_V_cell21.png,196,199,39004,0,26,0,0
20170505_032848_SHELL_M55_6320427401_before_s_A_V_cell22.png,196,199,39004,0,68,0,0
20170505_032848_SHELL_M55_6320427401_before_s_A_V_cell23.png,196,199,39004,0,144,55,0
20170505_032848_SHELL_M55_6320427401_before_s_A_V_cell24.png,196,199,39004,396,1527,0,0
20170505_032848_SHELL_M55_6320427401_before_s_A_V_cell25.png,196,199,39004,0,0,49,0
20170505_032848_SHELL_M55_6320427401_before_s_A_V_cell26.png,196,199,39004,0,0,0,0
20170505_032848_SHELL_M55_6320427401_before_s_A_V_cell27.png,196,199,39004,0,0,144,0
20170505_032848_SHELL_M55_6320427401_before_s_A_V_cell28.png,196,199,39004,0,0,0,0
20170505_032848_SHELL_M55_6320427401_before_s_A_V_cell29.png,196,199,39004,0,0,0,0
20170505_032848_SHELL_M55_6320427401_before_s_A_V_cell3.png,196,199,39004,0,0,0,0
20170505_032848_SHELL_M55_6320427401_before_s_A_V_cell30.png,196,199,39004,0,0,0,0
20170505_032848_SHELL_M55_6320427401_before_s_A_V_cell31.png,196,199,39004,0,0,0,0
20170505_032848_SHELL_M55_6320427401_before_s_A_V_cell32.png,196,199,39004,0,0,0,0
20170505_032848_SHELL_M55_6320427401_before_s_A_V_cell33.png,196,199,39004,0,0,13,0
20170505_032848_SHELL_M55_6320427401_before_s_A_V_cell34.png,196,199,39004,0,0,23,0
20170505_032848_SHELL_M55_6320427401_before_s_A_V_cell35.png,196,199,39004,0,0,0,0
20170505_032848_SHELL_M55_6320427401_before_s_A_V_cell4.png,196,199,39004,0,160,88,0
20170505_032848_SHELL_M55_6320427401_before_s_A_V_cell5.png,196,199,39004,0,189,0,0
20170505_032848_SHELL_M55_6320427401_before_s_A_V_cell6.png,196,199,39004,0,0,0,0
20170505_032848_SHELL_M55_6320427401_before_s_A_V_cell7.png,196,199,39004,0,0,0,1
20170505_032848_SHELL_M55_6320427401_before_s_A_V_cell8.png,196,199,39004,0,0,0,0
20170505_032848_SHELL_M55_6320427401_before_s_A_V_cell9.png,196,199,39004,0,0,0,0
20170505_033514_SHELL_M55_6330431474_before_s_A_V_cell0.png,196,201,39396,19,104,166,0
20170505_033514_SHELL_M55_6330431474_before_s_A_V_cell1.png,196,201,39396,0,0,0,0
20170505_033514_SHELL_M55_6330431474_before_s_A_V_cell10.png,196,201,39396,0,83,0,0
20170505_033514_SHELL_M55_6330431474_before_s_A_V_cell11.png,196,201,39396,0,57,0,0
20170505_033514_SHELL_M55_6330431474_before_s_A_V_cell12.png,196,201,39396,0,9,0,0
20170505_033514_SHELL_M55_6330431474_before_s_A_V_cell13.png,196,201,39396,0,138,0,0
20170505_033514_SHELL_M55_6330431474_before_s_A_V_cell14.png,196,201,39396,0,0,34,42
20170505_033514_SHELL_M55_6330431474_before_s_A_V_cell15.png,196,201,39396,0,265,0,1
20170505_033514_SHELL_M55_6330431474_before_s_A_V_cell16.png,196,201,39396,0,0,0,0
20170505_033514_SHELL_M55_6330431474_before_s_A_V_cell17.png,196,201,39396,0,0,0,0
20170505_033514_SHELL_M55_6330431474_before_s_A_V_cell18.png,196,201,39396,0,146,0,0
20170505_033514_SHELL_M55_6330431474_before_s_A_V_cell19.png,196,201,39396,0,164,0,2
20170505_033514_SHELL_M55_6330431474_before_s_A_V_cell2.png,196,201,39396,0,0,84,0
20170505_033514_SHELL_M55_6330431474_before_s_A_V_cell20.png,196,201,39396,0,0,0,0
20170505_033514_SHELL_M55_6330431474_before_s_A_V_cell21.png,196,201,39396,0,0,0,0
20170505_033514_SHELL_M55_6330431474_before_s_A_V_cell22.png,196,201,39396,0,0,40,0
20170505_033514_SHELL_M55_6330431474_before_s_A_V_cell23.png,196,201,39396,0,482,0,0
20170505_033514_SHELL_M55_6330431474_before_s_A_V_cell24.png,196,201,39396,0,11,0,0
20170505_033514_SHELL_M55_6330431474_before_s_A_V_cell25.png,196,201,39396,0,35,0,0
20170505_033514_SHELL_M55_6330431474_before_s_A_V_cell26.png,196,201,39396,0,0,0,0
20170505_033514_SHELL_M55_6330431474_before_s_A_V_cell27.png,196,201,39396,0,20,19,0
20170505_033514_SHELL_M55_6330431474_before_s_A_V_cell28.png,196,201,39396,0,136,0,0
20170505_033514_SHELL_M55_6330431474_before_s_A_V_cell29.png,196,201,39396,0,88,0,0
20170505_033514_SHELL_M55_6330431474_before_s_A_V_cell3.png,196,201,39396,0,0,0,0
20170505_033514_SHELL_M55_6330431474_before_s_A_V_cell30.png,196,201,39396,0,289,0,0
20170505_033514_SHELL_M55_6330431474_before_s_A_V_cell31.png,196,201,39396,0,386,4,0
20170505_033514_SHELL_M55_6330431474_before_s_A_V_cell32.png,196,201,39396,0,0,0,0
20170505_033514_SHELL_M55_6330431474_before_s_A_V_cell33.png,196,201,39396,0,2,0,0
20170505_033514_SHELL_M55_6330431474_before_s_A_V_cell34.png,196,201,39396,0,0,0,0
20170505_033514_SHELL_M55_6330431474_before_s_A_V_cell35.png,196,201,39396,0,203,0,0
20170505_033514_SHELL_M55_6330431474_before_s_A_V_cell4.png,196,201,39396,0,0,0,0
20170505_033514_SHELL_M55_6330431474_before_s_A_V_cell5.png,196,201,39396,0,1,39,0
20170505_033514_SHELL_M55_6330431474_before_s_A_V_cell6.png,196,201,39396,0,128,44,0
20170505_033514_SHELL_M55_6330431474_before_s_A_V_cell7.png,196,201,39396,0,90,2,0
20170505_033514_SHELL_M55_6330431474_before_s_A_V_cell8.png,196,201,39396,0,0,0,0
20170505_033514_SHELL_M55_6330431474_before_s_A_V_cell9.png,196,201,39396,0,0,0,0
20170505_042900_SHELL_M55_6330431490_After_s_A_V_cell0.png,196,199,39004,0,291,0,0
20170505_042900_SHELL_M55_6330431490_After_s_A_V_cell1.png,196,199,39004,0,0,0,0
20170505_042900_SHELL_M55_6330431490_After_s_A_V_cell10.png,196,199,39004,0,11,0,0
20170505_042900_SHELL_M55_6330431490_After_s_A_V_cell11.png,196,199,39004,0,155,0,0
20170505_042900_SHELL_M55_6330431490_After_s_A_V_cell12.png,196,199,39004,0,25,0,0
20170505_042900_SHELL_M55_6330431490_After_s_A_V_cell13.png,196,199,39004,0,21,0,0
20170505_042900_SHELL_M55_6330431490_After_s_A_V_cell14.png,196,199,39004,0,0,15,0
20170505_042900_SHELL_M55_6330431490_After_s_A_V_cell15.png,196,199,39004,0,3,0,0
20170505_042900_SHELL_M55_6330431490_After_s_A_V_cell16.png,196,199,39004,0,65,0,0
20170505_042900_SHELL_M55_6330431490_After_s_A_V_cell17.png,196,199,39004,0,0,0,0
20170505_042900_SHELL_M55_6330431490_After_s_A_V_cell18.png,196,199,39004,0,82,23,0
20170505_042900_SHELL_M55_6330431490_After_s_A_V_cell19.png,196,199,39004,0,0,8,0
20170505_042900_SHELL_M55_6330431490_After_s_A_V_cell2.png,196,199,39004,0,0,0,0
20170505_042900_SHELL_M55_6330431490_After_s_A_V_cell20.png,196,199,39004,0,0,0,0
20170505_042900_SHELL_M55_6330431490_After_s_A_V_cell21.png,196,199,39004,0,0,0,0
20170505_042900_SHELL_M55_6330431490_After_s_A_V_cell22.png,196,199,39004,14310,60,1289,0
20170505_042900_SHELL_M55_6330431490_After_s_A_V_cell23.png,196,199,39004,0,0,0,0
20170505_042900_SHELL_M55_6330431490_After_s_A_V_cell24.png,196,199,39004,0,99,20,0
20170505_042900_SHELL_M55_6330431490_After_s_A_V_cell25.png,196,199,39004,0,0,0,0
20170505_042900_SHELL_M55_6330431490_After_s_A_V_cell26.png,196,199,39004,0,0,0,0
20170505_042900_SHELL_M55_6330431490_After_s_A_V_cell27.png,196,199,39004,0,279,15,0
20170505_042900_SHELL_M55_6330431490_After_s_A_V_cell28.png,196,199,39004,0,129,48,0
20170505_042900_SHELL_M55_6330431490_After_s_A_V_cell29.png,196,199,39004,0,0,0,0
20170505_042900_SHELL_M55_6330431490_After_s_A_V_cell3.png,196,199,39004,0,156,0,0
20170505_042900_SHELL_M55_6330431490_After_s_A_V_cell30.png,196,199,39004,0,0,0,0
20170505_042900_SHELL_M55_6330431490_After_s_A_V_cell31.png,196,199,39004,0,0,0,0
20170505_042900_SHELL_M55_6330431490_After_s_A_V_cell32.png,196,199,39004,0,0,0,0
20170505_042900_SHELL_M55_6330431490_After_s_A_V_cell33.png,196,199,39004,0,13,8,0
20170505_042900_SHELL_M55_6330431490_After_s_A_V_cell34.png,196,199,39004,0,0,0,0
20170505_042900_SHELL_M55_6330431490_After_s_A_V_cell35.png,196,199,39004,0,0,0,0
20170505_042900_SHELL_M55_6330431490_After_s_A_V_cell4.png,196,199,39004,0,171,31,0
20170505_042900_SHELL_M55_6330431490_After_s_A_V_cell5.png,196,199,39004,0,4,0,0
20170505_042900_SHELL_M55_6330431490_After_s_A_V_cell6.png,196,199,39004,0,5,0,0
20170505_042900_SHELL_M55_6330431490_After_s_A_V_cell7.png,196,199,39004,0,640,0,0
20170505_042900_SHELL_M55_6330431490_After_s_A_V_cell8.png,196,199,39004,0,137,0,0
20170505_042900_SHELL_M55_6330431490_After_s_A_V_cell9.png,196,199,39004,0,0,0,0
20170505_084506_SHELL_M55_6320427401_After_s_A_V_cell0.png,195,198,38610,0,0,0,0
20170505_084506_SHELL_M55_6320427401_After_s_A_V_cell1.png,195,198,38610,0,2,0,0
20170505_084506_SHELL_M55_6320427401_After_s_A_V_cell10.png,195,198,38610,0,0,0,0
20170505_084506_SHELL_M55_6320427401_After_s_A_V_cell11.png,195,198,38610,0,0,325,0
20170505_084506_SHELL_M55_6320427401_After_s_A_V_cell12.png,195,198,38610,0,55,0,0
20170505_084506_SHELL_M55_6320427401_After_s_A_V_cell13.png,195,198,38610,0,0,0,0
20170505_084506_SHELL_M55_6320427401_After_s_A_V_cell14.png,195,198,38610,0,71,0,0
20170505_084506_SHELL_M55_6320427401_After_s_A_V_cell15.png,195,198,38610,0,0,31,0
20170505_084506_SHELL_M55_6320427401_After_s_A_V_cell16.png,195,198,38610,0,133,0,0
20170505_084506_SHELL_M55_6320427401_After_s_A_V_cell17.png,195,198,38610,0,0,0,0
20170505_084506_SHELL_M55_6320427401_After_s_A_V_cell18.png,195,198,38610,0,221,36,0
20170505_084506_SHELL_M55_6320427401_After_s_A_V_cell19.png,195,198,38610,0,0,35,0
20170505_084506_SHELL_M55_6320427401_After_s_A_V_cell2.png,195,198,38610,0,0,0,0
20170505_084506_SHELL_M55_6320427401_After_s_A_V_cell20.png,195,198,38610,0,0,0,0
20170505_084506_SHELL_M55_6320427401_After_s_A_V_cell21.png,195,198,38610,0,77,0,0
20170505_084506_SHELL_M55_6320427401_After_s_A_V_cell22.png,195,198,38610,0,0,0,0
20170505_084506_SHELL_M55_6320427401_After_s_A_V_cell23.png,195,198,38610,0,0,0,0
20170505_084506_SHELL_M55_6320427401_After_s_A_V_cell24.png,195,198,38610,1198,924,1,0
20170505_084506_SHELL_M55_6320427401_After_s_A_V_cell25.png,195,198,38610,0,0,29,0
20170505_084506_SHELL_M55_6320427401_After_s_A_V_cell26.png,195,198,38610,0,0,0,0
20170505_084506_SHELL_M55_6320427401_After_s_A_V_cell27.png,195,198,38610,0,0,31,0
20170505_084506_SHELL_M55_6320427401_After_s_A_V_cell28.png,195,198,38610,0,0,0,0
20170505_084506_SHELL_M55_6320427401_After_s_A_V_cell29.png,195,198,38610,0,18,0,0
20170505_084506_SHELL_M55_6320427401_After_s_A_V_cell3.png,195,198,38610,0,0,0,0
20170505_084506_SHELL_M55_6320427401_After_s_A_V_cell30.png,195,198,38610,0,67,0,3
20170505_084506_SHELL_M55_6320427401_After_s_A_V_cell31.png,195,198,38610,0,0,0,0
20170505_084506_SHELL_M55_6320427401_After_s_A_V_cell32.png,195,198,38610,0,0,0,0
20170505_084506_SHELL_M55_6320427401_After_s_A_V_cell33.png,195,198,38610,0,0,74,0
20170505_084506_SHELL_M55_6320427401_After_s_A_V_cell34.png,195,198,38610,0,0,45,0
20170505_084506_SHELL_M55_6320427401_After_s_A_V_cell35.png,195,198,38610,0,0,5,0
20170505_084506_SHELL_M55_6320427401_After_s_A_V_cell4.png,195,198,38610,0,192,59,0
20170505_084506_SHELL_M55_6320427401_After_s_A_V_cell5.png,195,198,38610,0,195,0,0
20170505_084506_SHELL_M55_6320427401_After_s_A_V_cell6.png,195,198,38610,0,0,0,0
20170505_084506_SHELL_M55_6320427401_After_s_A_V_cell7.png,195,198,38610,0,0,0,0
20170505_084506_SHELL_M55_6320427401_After_s_A_V_cell8.png,195,198,38610,0,0,0,0
20170505_084506_SHELL_M55_6320427401_After_s_A_V_cell9.png,195,198,38610,0,0,0,0
20170505_114135_SHELL_M55_6320427304_X_s_A_V_cell0.png,196,202,39592,0,0,0,0
20170505_114135_SHELL_M55_6320427304_X_s_A_V_cell1.png,196,202,39592,0,0,0,0
20170505_114135_SHELL_M55_6320427304_X_s_A_V_cell10.png,196,202,39592,0,0,75,18
20170505_114135_SHELL_M55_6320427304_X_s_A_V_cell11.png,196,202,39592,0,0,0,132
20170505_114135_SHELL_M55_6320427304_X_s_A_V_cell12.png,196,202,39592,0,35,0,0
20170505_114135_SHELL_M55_6320427304_X_s_A_V_cell13.png,196,202,39592,492,3,26,74
20170505_114135_SHELL_M55_6320427304_X_s_A_V_cell14.png,196,202,39592,0,46,0,0
20170505_114135_SHELL_M55_6320427304_X_s_A_V_cell15.png,196,202,39592,0,0,0,0
20170505_114135_SHELL_M55_6320427304_X_s_A_V_cell16.png,196,202,39592,0,0,0,0
20170505_114135_SHELL_M55_6320427304_X_s_A_V_cell17.png,196,202,39592,0,0,0,0
20170505_114135_SHELL_M55_6320427304_X_s_A_V_cell18.png,196,202,39592,0,0,0,254
20170505_114135_SHELL_M55_6320427304_X_s_A_V_cell19.png,196,202,39592,0,81,0,0
20170505_114135_SHELL_M55_6320427304_X_s_A_V_cell2.png,196,202,39592,186,0,20,533
20170505_114135_SHELL_M55_6320427304_X_s_A_V_cell20.png,196,202,39592,0,0,0,2
20170505_114135_SHELL_M55_6320427304_X_s_A_V_cell21.png,196,202,39592,126,0,0,0
20170505_114135_SHELL_M55_6320427304_X_s_A_V_cell22.png,196,202,39592,0,0,39,64
20170505_114135_SHELL_M55_6320427304_X_s_A_V_cell23.png,196,202,39592,0,0,0,0
20170505_114135_SHELL_M55_6320427304_X_s_A_V_cell24.png,196,202,39592,0,0,0,0
20170505_114135_SHELL_M55_6320427304_X_s_A_V_cell25.png,196,202,39592,23,0,0,160
20170505_114135_SHELL_M55_6320427304_X_s_A_V_cell26.png,196,202,39592,110,6,4,0
20170505_114135_SHELL_M55_6320427304_X_s_A_V_cell27.png,196,202,39592,0,4,0,0
20170505_114135_SHELL_M55_6320427304_X_s_A_V_cell28.png,196,202,39592,0,0,0,0
20170505_114135_SHELL_M55_6320427304_X_s_A_V_cell29.png,196,202,39592,0,10,0,0
20170505_114135_SHELL_M55_6320427304_X_s_A_V_cell3.png,196,202,39592,0,0,0,69
20170505_114135_SHELL_M55_6320427304_X_s_A_V_cell30.png,196,202,39592,0,0,0,0
20170505_114135_SHELL_M55_6320427304_X_s_A_V_cell31.png,196,202,39592,0,0,0,0
20170505_114135_SHELL_M55_6320427304_X_s_A_V_cell32.png,196,202,39592,0,0,0,0
20170505_114135_SHELL_M55_6320427304_X_s_A_V_cell33.png,196,202,39592,0,0,0,0
20170505_114135_SHELL_M55_6320427304_X_s_A_V_cell34.png,196,202,39592,0,0,0,0
20170505_114135_SHELL_M55_6320427304_X_s_A_V_cell35.png,196,202,39592,0,0,81,20
20170505_114135_SHELL_M55_6320427304_X_s_A_V_cell4.png,196,202,39592,0,24,0,7
20170505_114135_SHELL_M55_6320427304_X_s_A_V_cell5.png,196,202,39592,16,5,0,0
20170505_114135_SHELL_M55_6320427304_X_s_A_V_cell6.png,196,202,39592,0,0,0,0
20170505_114135_SHELL_M55_6320427304_X_s_A_V_cell7.png,196,202,39592,0,27,0,54
20170505_114135_SHELL_M55_6320427304_X_s_A_V_cell8.png,196,202,39592,0,0,0,0
20170505_114135_SHELL_M55_6320427304_X_s_A_V_cell9.png,196,202,39592,0,0,0,0
20170505_114208_SHELL_M55_6320427304_X_s_A_V_cell0.png,197,202,39794,0,0,76,0
20170505_114208_SHELL_M55_6320427304_X_s_A_V_cell1.png,197,202,39794,0,0,306,0
20170505_114208_SHELL_M55_6320427304_X_s_A_V_cell10.png,197,202,39794,0,0,465,0
20170505_114208_SHELL_M55_6320427304_X_s_A_V_cell11.png,197,202,39794,0,0,1,0
20170505_114208_SHELL_M55_6320427304_X_s_A_V_cell12.png,197,202,39794,0,86,193,0
20170505_114208_SHELL_M55_6320427304_X_s_A_V_cell13.png,197,202,39794,0,163,266,0
20170505_114208_SHELL_M55_6320427304_X_s_A_V_cell14.png,197,202,39794,0,34,177,0
20170505_114208_SHELL_M55_6320427304_X_s_A_V_cell15.png,197,202,39794,0,0,8,0
20170505_114208_SHELL_M55_6320427304_X_s_A_V_cell16.png,197,202,39794,0,0,52,0
20170505_114208_SHELL_M55_6320427304_X_s_A_V_cell17.png,197,202,39794,0,0,69,0
20170505_114208_SHELL_M55_6320427304_X_s_A_V_cell18.png,197,202,39794,0,0,263,0
20170505_114208_SHELL_M55_6320427304_X_s_A_V_cell19.png,197,202,39794,0,0,1112,0
20170505_114208_SHELL_M55_6320427304_X_s_A_V_cell2.png,197,202,39794,0,0,543,0
20170505_114208_SHELL_M55_6320427304_X_s_A_V_cell20.png,197,202,39794,0,0,993,0
20170505_114208_SHELL_M55_6320427304_X_s_A_V_cell21.png,197,202,39794,692,68,629,441
20170505_114208_SHELL_M55_6320427304_X_s_A_V_cell22.png,197,202,39794,0,0,777,0
20170505_114208_SHELL_M55_6320427304_X_s_A_V_cell23.png,197,202,39794,0,0,91,0
20170505_114208_SHELL_M55_6320427304_X_s_A_V_cell24.png,197,202,39794,0,0,319,0
20170505_114208_SHELL_M55_6320427304_X_s_A_V_cell25.png,197,202,39794,0,31,229,459
20170505_114208_SHELL_M55_6320427304_X_s_A_V_cell26.png,197,202,39794,0,0,301,0
20170505_114208_SHELL_M55_6320427304_X_s_A_V_cell27.png,197,202,39794,0,0,147,0
20170505_114208_SHELL_M55_6320427304_X_s_A_V_cell28.png,197,202,39794,0,0,99,0
20170505_114208_SHELL_M55_6320427304_X_s_A_V_cell29.png,197,202,39794,0,0,0,0
20170505_114208_SHELL_M55_6320427304_X_s_A_V_cell3.png,197,202,39794,0,0,275,0
20170505_114208_SHELL_M55_6320427304_X_s_A_V_cell30.png,197,202,39794,0,0,185,0
20170505_114208_SHELL_M55_6320427304_X_s_A_V_cell31.png,197,202,39794,0,0,1011,0
20170505_114208_SHELL_M55_6320427304_X_s_A_V_cell32.png,197,202,39794,0,0,1120,0
20170505_114208_SHELL_M55_6320427304_X_s_A_V_cell33.png,197,202,39794,0,0,794,0
20170505_114208_SHELL_M55_6320427304_X_s_A_V_cell34.png,197,202,39794,0,0,649,0
20170505_114208_SHELL_M55_6320427304_X_s_A_V_cell35.png,197,202,39794,0,0,152,0
20170505_114208_SHELL_M55_6320427304_X_s_A_V_cell4.png,197,202,39794,0,0,141,0
20170505_114208_SHELL_M55_6320427304_X_s_A_V_cell5.png,197,202,39794,0,0,0,0
20170505_114208_SHELL_M55_6320427304_X_s_A_V_cell6.png,197,202,39794,0,9,85,0
20170505_114208_SHELL_M55_6320427304_X_s_A_V_cell7.png,197,202,39794,0,122,489,0
20170505_114208_SHELL_M55_6320427304_X_s_A_V_cell8.png,197,202,39794,0,0,664,0
20170505_114208_SHELL_M55_6320427304_X_s_A_V_cell9.png,197,202,39794,0,0,695,0
20170505_114927_SHELL_M55_6320427434_X_s_A_V_cell0.png,196,201,39396,0,0,241,0
20170505_114927_SHELL_M55_6320427434_X_s_A_V_cell1.png,196,201,39396,0,0,493,0
20170505_114927_SHELL_M55_6320427434_X_s_A_V_cell10.png,196,201,39396,0,100,38,0
20170505_114927_SHELL_M55_6320427434_X_s_A_V_cell11.png,196,201,39396,0,221,0,0
20170505_114927_SHELL_M55_6320427434_X_s_A_V_cell12.png,196,201,39396,0,0,0,0
20170505_114927_SHELL_M55_6320427434_X_s_A_V_cell13.png,196,201,39396,0,39,0,0
20170505_114927_SHELL_M55_6320427434_X_s_A_V_cell14.png,196,201,39396,0,83,0,0
20170505_114927_SHELL_M55_6320427434_X_s_A_V_cell15.png,196,201,39396,0,0,0,0
20170505_114927_SHELL_M55_6320427434_X_s_A_V_cell16.png,196,201,39396,0,127,0,0
20170505_114927_SHELL_M55_6320427434_X_s_A_V_cell17.png,196,201,39396,0,0,0,0
20170505_114927_SHELL_M55_6320427434_X_s_A_V_cell18.png,196,201,39396,0,0,0,0
20170505_114927_SHELL_M55_6320427434_X_s_A_V_cell19.png,196,201,39396,0,162,0,51
20170505_114927_SHELL_M55_6320427434_X_s_A_V_cell2.png,196,201,39396,0,0,835,0
20170505_114927_SHELL_M55_6320427434_X_s_A_V_cell20.png,196,201,39396,0,377,0,0
20170505_114927_SHELL_M55_6320427434_X_s_A_V_cell21.png,196,201,39396,0,0,4,0
20170505_114927_SHELL_M55_6320427434_X_s_A_V_cell22.png,196,201,39396,0,0,0,0
20170505_114927_SHELL_M55_6320427434_X_s_A_V_cell23.png,196,201,39396,0,0,6,0
20170505_114927_SHELL_M55_6320427434_X_s_A_V_cell24.png,196,201,39396,0,0,10,0
20170505_114927_SHELL_M55_6320427434_X_s_A_V_cell25.png,196,201,39396,0,0,0,0
20170505_114927_SHELL_M55_6320427434_X_s_A_V_cell26.png,196,201,39396,0,0,5,0
20170505_114927_SHELL_M55_6320427434_X_s_A_V_cell27.png,196,201,39396,0,0,54,0
20170505_114927_SHELL_M55_6320427434_X_s_A_V_cell28.png,196,201,39396,0,0,81,0
20170505_114927_SHELL_M55_6320427434_X_s_A_V_cell29.png,196,201,39396,0,0,45,0
20170505_114927_SHELL_M55_6320427434_X_s_A_V_cell3.png,196,201,39396,0,0,167,0
20170505_114927_SHELL_M55_6320427434_X_s_A_V_cell30.png,196,201,39396,0,0,4,0
20170505_114927_SHELL_M55_6320427434_X_s_A_V_cell31.png,196,201,39396,0,0,0,0
20170505_114927_SHELL_M55_6320427434_X_s_A_V_cell32.png,196,201,39396,0,0,0,0
20170505_114927_SHELL_M55_6320427434_X_s_A_V_cell33.png,196,201,39396,0,0,0,0
20170505_114927_SHELL_M55_6320427434_X_s_A_V_cell34.png,196,201,39396,0,0,36,0
20170505_114927_SHELL_M55_6320427434_X_s_A_V_cell35.png,196,201,39396,0,0,16,0
20170505_114927_SHELL_M55_6320427434_X_s_A_V_cell4.png,196,201,39396,0,0,0,0
20170505_114927_SHELL_M55_6320427434_X_s_A_V_cell5.png,196,201,39396,0,0,0,0
